0,multiplicand,multiplier,accurate result,approximate result,accuracy
456,2626655,5663352,14875671847560,14844990176068,0.9979331969150467
457,4636922,4599049,21325431487178,21325287636658,0.9999932544628494
458,3759542,1082992,4071553909664,4071151055904,0.9999010467176315
459,5442853,2154976,11729217586528,11170742207152,0.9500055261307132
460,190016,655628,124579810048,55863216896,-0.23008657521332876
461,3948559,2064427,8151511810693,8151437606789,0.9999908968322424
462,7362568,6141250,45215370730000,45077909254680,0.9969505800603268
463,4315829,855707,3693085086103,3692811473799,0.9999259067770068
464,8006117,4021976,32200410427192,32148311386236,0.9983794159410094
465,2774750,6660784,18482010404000,18338260063392,0.992161178862603
466,3319243,1185490,3934929384070,3930606529617,0.9989002067695081
467,3470705,7285554,25286008695570,25191483564163,0.9962477346295925
468,4911627,3033958,14901670029666,14899079700785,0.9998261416857268
469,5679825,3202950,18192195483750,17641902382131,0.968807609876791
470,6357732,2858845,18175770339540,17891488428692,0.9841107735680557
471,4754473,3180981,15123888278013,15110568133885,0.9991184881991214
472,2938819,4386299,12890538840881,12890524700721,0.9999989030578407
473,3845677,8301349,31924306918273,31923472834129,0.9999738723869945
474,2455112,3705854,9098286625648,9097059232184,0.9998650779957926
475,3747863,7242348,27143328102324,27108667017460,0.9987214020947
476,8067838,3127375,25231154865250,25222437788770,0.9996543919920429
477,2773912,8049666,22329065113392,22328531016392,0.9999760800654728
478,5032476,707639,3561176284164,3538839163796,0.9936880091651186
479,2386366,4365075,10416666567450,10317509264154,0.9903894146583904
480,190213,2985357,567853711041,496876313345,0.8571527847279012
481,8365554,6043924,50560772593896,50285885497576,0.9945335138558263
482,1175412,2330863,2739724340556,2739154767180,0.9997920623606872
483,5628504,8231653,46331891837112,46192160017976,0.9969749884161809
484,6770114,1701940,11522327821160,11517904733032,0.9996159815321866
485,4244105,6300771,26741133704955,26741122438475,0.9999995786833547
486,3344554,1776476,5941519911704,5937227092088,0.9992769655683676
487,6501251,6526155,42428171719905,42423666955489,0.9998938148269756
488,3421295,4041982,13828812806690,13690831031953,0.9899215924573925
489,4897040,474620,2324233124800,2324166208448,0.9999712084481064
490,6923385,8280581,57329650286685,57328837831005,0.9999858281501817
491,1780682,4129968,7354159678176,7351609541344,0.9996531185697963
492,7238511,293985,2128013656335,2128010419263,0.999998478826997
493,3807456,991555,3775302034080,3770999595680,0.9988590721661894
494,3059454,1923973,5886306890742,5877445628790,0.9984923277029405
495,4887050,2921781,14278889836050,14276146925074,0.9998078675576544
496,4158467,4425521,18403383036307,18402981477779,0.9999781797026485
497,984442,299076,294422975592,294429168744,0.9999789655623238
498,1275689,7376862,9410581707918,9410567438631,0.9999984836953677
499,3086159,67346,207840464014,207837439965,0.999985449931444
500,2072333,1866179,3867344325607,3866258649831,0.9997191921507768
501,5688557,6211264,35333129306048,35331786886080,0.9999620053191103
502,2901690,7869194,22833961537860,22831756662782,0.9999034294596528
503,3188008,2033541,6482944976328,6482963107784,0.9999972032146877
504,4193241,8148433,34168343341353,34166412070953,0.9999434745914793
505,39131,70267,2749617977,2740091769,0.99652339819134
506,1692949,6682755,11313563394495,10762746723071,0.9488219238455857
507,1821475,5258851,9578865625225,9509866509561,0.99274447064061
508,7273398,779654,5670733844292,5670703412130,0.999994633441429
509,2679414,6469646,17334860067444,17313210297578,0.9987495230812838
510,7950690,5813174,46218744390060,46080223047046,0.9969939090166171
511,526651,2797389,1473247714239,280632079423935,0.0052497480589646095
512,1670949,7334535,12255633923715,12255629323055,0.9999996246084245
513,4300237,8264292,35538414237204,35535713131684,0.9999239889879235
514,1210117,171327,207325715259,198453250875,0.9552919171397776
515,6657711,1869174,12444420300714,12444388896733,0.9999974764545483
516,2948114,7429917,21904242326538,21904122731242,0.9999945400554285
517,5865372,5500615,32263153203780,32260999035860,0.9999332268688392
518,7454901,6820698,50847628340898,50288338459655,0.9888783384304554
519,4079515,7070843,28845610081145,28845620683961,0.9999996324289182
520,7209845,2017986,14549366272170,14530978313247,0.9987345684146925
521,6837036,4790469,32752609009884,32752022326492,0.9999820871094264
522,8153906,6953667,56699547073302,56596448844566,0.9981783622322463
523,69587,993324,69122437188,68052843588,0.9842828962963628
524,2836087,4083497,11581152756239,11581154530283,0.9999998468163087
525,2306390,3733144,8610085990160,8605777697928,0.9994993721214717
526,5737682,7089673,40678289157986,40669639128234,0.9997873098965858
527,2006799,7643621,15339210979179,15235667233115,0.9932038587821775
528,5293678,2401838,12714556980164,12709587007282,0.9996089587427859
529,1588424,6587961,10464475363464,10461929198504,0.9997566256747021
530,3115008,7068288,22017773666304,21977514770432,0.9981681779631352
531,653739,4005740,2618708461860,2617633074788,0.9995891757777827
532,7723908,2603463,20108908693404,20107514815884,0.9999306787769268
533,2007916,7261874,14581232994584,14576938462340,0.9997053886002816
534,897633,7869412,7063843901796,7063694948212,0.9999789127949194
535,5972133,465560,2780386239480,2780401071484,0.9999946655163703
536,2354336,3759795,8851820721120,8850740027104,0.9998778978918497
537,5143303,2743355,14109906001565,11771135127197,0.8013130552749912
538,1037891,5224878,5422853852298,5422527917005,0.9999398923716044
539,7740661,5636182,43627774196302,42523896210031,0.974040996130298
540,3501602,6608172,23139188291544,23129430243288,0.9995781111703419
541,5970842,1252634,7479279697828,7444631454110,0.9953458752214159
542,3717589,2331931,8669161034359,8634746352935,0.9960143957891361
543,2678201,446754,1196497009554,1196342908123,0.9998711895812198
544,4035943,4811465,19418798486495,19055554890107,0.9809376531681802
545,4727071,3878011,18331633335781,18288414684709,0.9976368290080312
546,6123520,4263851,26109776875520,26109776874688,0.9999999999681345
547,5408713,7433319,40204689108447,40196083063051,0.9997858984075015
548,4946421,1845443,9128338009503,9128062747039,0.9999698443720614
549,8127909,3460209,28124263872981,28123861127317,0.9999856795742883
550,1612928,8255212,13315062580736,13315061401088,0.9999999114049899
551,5255985,3912115,20562017758275,20561875991363,0.9999931053512793
552,1137916,2946156,3352478050896,3069004491600,0.9076333840266837
553,6795608,4006891,27229260534728,27224832758728,0.9998373626005626
554,4646976,1575197,7319902654272,7319620750144,0.9999614865117166
555,3762250,172043,647268776750,647151639342,0.9998189954241341
556,7340844,6260894,45960246154536,45941464603796,0.9995911851983393
557,4663889,7789840,36330949087760,34057799303696,0.9332561166447031
558,100957,7935858,801180416106,800758855559,0.9994735486918771
559,3297198,2786537,9187764223326,9101322812438,0.9905023244786056
560,3918968,4233454,16590770755472,16581895881736,0.9994647853418392
561,3503850,1093108,3830086465800,3829541801736,0.9998577730464377
562,7206057,4451796,32079895728372,32078283204596,0.9999497316060927
563,218638,7604979,1662737398602,1662743591754,0.9999962753415315
564,5226969,6302748,32944268410812,32935126131244,0.9997224155288925
565,6298388,7838692,49371123628496,49319580183312,0.9989549090849431
566,6496361,6225052,40440185035772,40439040389036,0.9999716945129017
567,7210279,2177853,15702927750987,15702935091019,0.9999995325694236
568,1787475,7904091,14128365060225,14113792346961,0.9989674842235342
569,4142798,4548762,18844602116076,18723609107802,0.9935379441229852
570,5042157,8238423,41539422198411,41503708355287,0.9991395023592042
571,3630105,5359594,19455888977370,19454824541683,0.9999452868009825
572,4636787,362889,1682638997643,1656704319511,0.9843456205029664
573,206066,2308064,475613516224,441249487072,0.9221210898622694
574,6828472,3075702,21002344987344,21002092063656,0.9999879572145844
575,6743563,1231469,8304488784047,8278450940143,0.9968547444331959
576,2983546,2901546,8656895962116,8515138520190,0.9833523034781075
577,940964,3395669,3195202284916,3186074414452,0.9971350730470713
578,1065983,7260639,7739717743137,7730591444785,0.9988194566460815
579,435852,1299665,566461589580,566428035148,0.9999407613502195
580,4056669,787708,3195470624652,3194396882828,0.9996638671200275
581,6868127,1258882,8646161454014,8627300149533,0.9978137651230297
582,3132111,7861428,24622865114508,24622728013196,0.9999944319203004
583,4804546,4010979,19270933110534,19268757642022,0.9998870986623831
584,1577425,8278277,13058361096725,13057280080405,0.9999172096858348
585,3473128,1565428,5436931818784,5432371463456,0.9991605221847074
586,2985011,5829183,17400175376013,16300244822413,0.9325206114642165
587,6858052,6560080,44989369764160,44713946650944,0.9938403309516364
588,6385792,2957609,18886675891328,18576872916608,0.9833231902855387
589,6447793,7587180,48920566093740,48851849161580,0.9985933606743786
590,4729481,3937239,18621097042959,18621061347819,0.999998083077042
591,4662136,6080394,28347623761584,28347536869416,0.9999969347542116
592,3666092,7283371,26701508156132,26660403559140,0.9984582154992209
593,1131355,1448256,1638491666880,1638420772288,0.9999567299235953
594,3871088,7996347,30954562915536,30954570255568,0.9999997628772767
595,113204,835541,94586583364,94586575172,0.9999999133915147
596,7681441,2065448,15865616950568,15865083034540,0.9999663464712515
597,3101712,3380886,10486534676832,9385403607088,0.8826762155532225
598,4834571,4600788,22242836241948,22242230099484,0.9999727481254672
599,2489511,5939306,14785967619366,14562610528013,0.9846622903961247
600,7777336,7449656,57938477796416,57938471681312,0.999999894455207
601,5827065,3116510,18160106343150,18160129252439,0.999998738484254
602,3841681,6388585,24542905611385,24525598762621,0.9992943353215752
603,1596729,7374180,11774567057220,11636985285780,0.9881771981263807
604,7281667,7803772,56824469047924,55722791913908,0.9802293263460651
605,6618756,283996,1879700228976,1879684506416,0.9999916355324809
606,5825474,4350006,25340846852844,25338663911334,0.999913849383786
607,3733964,7570454,28267802699656,28267748702756,0.9999980898054328
608,7064040,5255462,37124793786480,36986716840248,0.9962668504255628
609,2206946,2083741,4598703864986,4590117103354,0.9981292935586054
610,2216651,7517884,16664525086484,16385165611796,0.9829504637727382
611,4075002,7273376,29639021746752,29637950290400,0.9999638485002673
612,4143770,4240823,17572995122710,17571582181742,0.9999195894283517
613,7109711,7165722,50946212526342,50842729837669,0.9979646512096537
614,3830652,4306183,16495488521316,16495213409908,0.9999833217430315
615,7857183,5964785,46866407300655,46591480110639,0.9940991960469352
616,7349359,5951085,43736660104515,43736125548675,0.9999877777047397
617,7872810,6653638,52382827782780,52378336958206,0.9999142617953376
618,4677382,1096786,5130087094252,5130090460914,0.9999993437421766
619,4452841,742924,3308122447084,3170282430956,0.9565212188093809
620,8339893,8238145,68705247818485,68705248539381,0.9999999895074101
621,7727778,6725302,51971640838956,51970435148358,0.999976800452131
622,3394903,2172337,7374873398311,7365033043239,0.9986639089038394
623,2851548,305744,871843691712,712913311936,0.7770691371375773
624,6121535,2376494,14547791198290,14469413118097,0.9945831887200061
625,3407892,1609336,5484443279712,5441290514608,0.9920693877696569
626,1023444,661728,677241551232,672953394880,0.9936278553840052
627,2520084,5406633,13625169317172,13625163595140,0.999999580039391
628,2232184,5819880,12991043017920,12960839885472,0.9976696624049916
629,5749299,665607,3826773659493,3826693763737,0.9999791214659618
630,2277850,5871368,13374095598800,13373372605496,0.9999459378478917
631,4509618,5229578,23583399081204,23566223590566,0.9992711818857191
632,8172165,452923,3701361488295,3701222426023,0.9999624280153978
633,3960669,2993774,11857347874806,11788463965459,0.9941566679468306
634,1309054,1836007,2403432307378,2403357838490,0.9999690146482528
635,6052848,3657673,22139338702704,22136665976624,0.9998792624832112
636,5560999,6503013,36163248789987,36162385920403,0.9999761390305966
637,3645777,7121778,25964414431506,25826538036771,0.9946614449625925
638,4949680,6215799,30766215994320,30626623132944,0.9954421073204821
639,5746425,2730541,15690849065925,15690028618949,0.9999477090197905
640,1086470,617620,671025601400,669670546680,0.9979765352878099
641,1786067,5645208,10082719716936,9532630282532,0.9422940554600122
642,7909255,4324936,34207021682680,34205814445332,0.9999647066626661
643,4999414,2141965,10708569808510,10604356034174,0.9901725504122875
644,1769316,710576,1257233486016,1256021491904,0.9990350530466141
645,1564537,6997269,10947486249453,8198702985709,0.664729498246814
646,1910097,3925413,7497919595061,7497516799557,0.9999462761451866
647,71664,2120106,151935276384,151266278736,0.9955773510554353
648,6793588,2194463,14908277503244,14865301118412,0.9971089462305766
649,4418772,2013622,8897736512184,8897421690428,0.9999646165184753
650,6826175,3976192,27142182425600,27141645554688,0.9999802196624034
651,7866976,7248650,57024955582400,56999158125088,0.9995474063449256
652,5492518,5891098,32356961804764,32343921401506,0.9995968205865912
653,5444008,6898508,37555532740064,37005636285920,0.9851401972960204
654,89045,6229608,554715444360,554710877084,0.9999917663846363
655,5816238,1627001,9463025042238,9384101549686,0.9915896591555277
656,5816294,4248995,24713404124530,24708533233106,0.9998028660229222
657,3295812,103308,340483746096,340393540144,0.9997349951119465
658,5525024,4754740,26270052613760,26252315287168,0.9993243519134226
659,4140142,7285077,30161253260934,30143924080262,0.9994251186200622
660,8272189,5713045,47259388005505,43408567765953,0.9112889358544479
661,922813,3255982,3004662517366,2968689091379,0.9878823868449323
662,1508439,3962677,5977456531203,5975305435907,0.9996400024535861
663,945648,6569247,6212195287056,6203573444880,0.9986101813329678
664,6061231,2434206,14754284867586,14681811606913,0.9950637385485266
665,913026,2483045,2267084644170,1983615256298,0.8570945716554752
666,7670128,6174701,47360747031728,47360751897776,0.9999998972556853
667,3229828,5503672,17775913928416,17775910068464,0.999999782854887
668,7340717,3780537,27751852225029,27613872667833,0.9950032522110985
669,5862495,6338448,37159119707760,37124771740208,0.9990747965322895
670,5558563,5067866,28170052436558,27018429186369,0.9573763803126645
671,35400,6483213,229505740200,194835623336,0.822054528477011
672,3480923,7255215,25254844763445,25244637924661,0.9995956829004852
673,3529528,530307,1871733405096,1871178310568,0.9997033449325139
674,1061858,7624477,8096111898266,8027382802554,0.9914381689023061
675,6177656,5803485,35851933931160,33614928258840,0.9334520170593636
676,6340630,3018470,19139001436100,19138212890850,0.9999587973415022
677,258645,1044840,270242641800,270227119004,0.9999425564833863
678,836019,3153115,2636064049185,2635784641777,0.9998939945989626
679,4599821,4551998,20938375992358,20938111943731,0.9999873890908736
680,5711532,1706268,9745404282576,9736798899216,0.9991161999493804
681,8021290,1867516,14979887415640,14979821715800,0.9999956141106853
682,5576381,3804157,21213428815817,21213424424905,0.9999997930125796
683,7583163,5717273,43355013074499,43314066671999,0.9990546627078434
684,142604,933865,133172884460,133170047004,0.9999786929864197
685,4855853,6635774,32222343085222,32187980862675,0.9989324517529198
686,6283380,2053737,12904409991060,12904018071652,0.9999696281107308
687,4572564,2020383,9238330572012,9238319801260,0.9999988341221963
688,1373973,5686441,7813016400093,7760670952241,0.9932550357856772
689,6003404,590040,3542248496160,3541726615184,0.9998526478656589
690,1622133,3876821,6288719279193,6288182243417,0.9999145960223144
691,227147,1995414,453252303858,452582897873,0.9985209207238144
692,6664043,6696210,44623831377030,42149391274993,0.9412935744221513
693,2517004,6540579,16462663505316,15285700810340,0.9230023726370566
694,2238540,1537463,3441672424020,3372914679076,0.9796147393319667
695,4012601,1429273,5735102269073,5735100713957,0.9999997288424254
696,6781113,4489530,30444010246890,30443950850979,0.9999980490077884
697,4611898,6203606,28610398104188,28600548402382,0.9996556114355772
698,5391681,3772235,20338687777035,20162528270603,0.9912630249506535
699,7087904,4341788,30774176532352,30636743185792,0.9955141006429256
700,4303915,5555933,23912263377695,23875472290927,0.9984590425554857
701,2200065,7105437,15632423253405,15082676467149,0.9635511119360425
702,1996876,6220493,12421553179868,12412967439580,0.9993083249166816
703,6414990,7303702,46853175292980,46569432283786,0.9939070975255846
704,3632323,7170695,26046280374485,26027754952329,0.9992882435619234
705,5350636,1415231,7572385936916,7555196888596,0.9977248708970186
706,5658942,1628270,9214285490340,9214277700194,0.9999991545570631
707,4967069,5809020,28853803162380,28496689316812,0.987468233885074
708,7130775,1696632,12098301049800,12098296725604,0.9999996425781167
709,537453,3393681,1823944034493,1823838820349,0.9999423117093319
710,2413500,2389970,5768192595000,4511756449780,0.7215195103713399
711,3450257,3961677,13668803800989,13666514874269,0.999832515696865
712,4606941,1332466,6138592246506,6138590365383,0.9999996935578223
713,2721635,5183810,14108438729350,14108402079209,0.9999974022472004
714,1333438,6784338,9046494094044,9044320123290,0.9997596313792121
715,2786977,692908,1931118659116,1861318641196,0.9624996943698207
716,1948708,5723679,11153779056732,10854123287068,0.9723924483130737
717,6518079,1445168,9419719192272,9419522256592,0.999979092816532
718,4351926,1717290,7473519000540,7383307903890,0.987781750697073
719,5384147,5504446,29636746417562,29635939691117,0.9999727787796369
720,1031502,5669820,5848430669640,5388837416776,0.9147138394947231
721,868722,4894613,4252057994586,4182533759194,0.9833774837467426
722,6680520,892292,5960974551840,5941793584416,0.9967718556440084
723,7058151,2041252,14407464845052,14407183677036,0.9999804841791218
724,5593928,215136,1203455294208,1177682050432,0.9781152784263412
725,6919708,583099,4034874815092,4034693125748,0.9999549682371528
726,8292209,2013619,16697349594371,16697089961987,0.9999844504410894
727,723942,3540739,2563289673138,2277608707506,0.8745697780788593
728,5765307,966689,5573258858523,5573267217355,0.9999985001917773
729,4233011,327137,1384774519507,1384782007043,0.9999945929857826
730,2055565,7137730,14672067967450,14619184610919,0.9963826056008964
731,1827445,3130276,5720407224820,5718121208132,0.9996002154195771
732,1058534,1986370,2102640181580,2098271168562,0.9979178034357713
733,5761658,8052995,46398603065710,46398604351854,0.9999999722805456
734,4114667,1416980,5830400845660,5753085212508,0.9865610137350469
735,7977537,7043758,56191840064046,56191272354927,0.9999898968452714
736,1014939,2171452,2203891321428,2134902773076,0.9676853910060736
737,5774860,2469037,14258343009820,14116264368668,0.9899351104908921
738,6001291,350495,2103422489045,2086182348069,0.9917360335293999
739,4207413,2700152,11360654626776,11319836184428,0.9963940783521098
740,4686113,8351594,39136513214122,39136125155211,0.9999900843808768
741,2929900,6601286,19341107851400,19066161446340,0.9855793518882229
742,7290299,6902351,50320202592949,49185756966325,0.9769354850551412
743,1142710,7039955,8044626978050,7340194047234,0.9040307481950766
744,872304,2082966,1816979573664,1815778392400,0.9993384758464868
745,3105419,2194671,6815373022149,6806649738181,0.9987184173854182
746,102279,3917414,400669186506,400647941349,0.9999469730034591
747,1602173,4363145,6990513114085,6988367566105,0.9996929829520693
748,4000771,3717924,14874562519404,14865559232924,0.9993943526550916
749,449532,3984057,1790961111324,1788546466060,0.9986499398758595
750,856995,5889133,5046957535335,5027013089191,0.9960325454121287
751,5314001,1940155,10309985610155,10171475417515,0.986382487598457
752,7558380,3262874,24662041584120,24659791701796,0.9999087631253659
753,5786229,6647062,38461422909198,38323319404463,0.9963963584866576
754,6983855,4210561,29405947492655,29405404603631,0.9999815377808495
755,3148138,2285244,7194263475672,7192111363544,0.9997007676857023
756,5460444,1197256,6537549341664,6536442653520,0.9998306895351703
757,3722711,3196934,11901261368074,11832551128453,0.9941931170315608
758,2769418,2450228,6785705527304,6774546458632,0.9983527947235816
759,1030967,5434725,5603022129075,5421962734947,0.9666063005263776
760,4076208,1816186,7403151902688,7403166135952,0.9999980774085386
761,2337783,6422539,15014502491037,15012365951901,0.9998576813846102
762,7474000,8279833,61883471842000,61874867831568,0.9998609449889183
763,1840698,871382,1603951104636,1560919887822,0.9724321426424756
764,4670226,822495,3841237533870,3804699923342,0.9903967168859126
765,7115273,1640660,11673743800180,11673674341236,0.9999940499501725
766,1156783,638755,738900925165,738899314141,0.9999978196975295
767,6329189,8365333,52945773604937,52945772937289,0.999999987389966
768,5284845,5342427,28233898618815,28229569965295,0.9998466624349814
769,675020,388830,262468026600,262402588916,0.9997506210427636
770,6419962,2248168,14433153129616,14152588524152,0.980175739230657
771,4205335,4013844,16879558657740,16879558657740,1.0
772,980241,7076065,6936249031665,6935704006913,0.9999214175300075
773,8029631,8137247,65339090765857,65339090594609,0.9999999973790881
774,2010817,7926628,15938998335076,15938864325172,0.9999915922551779
775,5638293,5966732,33642183268476,33642167680444,0.9999995366519736
776,406753,225554,91744766162,91741486515,0.9999642512114792
777,7851173,4613570,36221936217610,36151511049647,0.9980519440012816
778,4985421,107639,536625731019,536518969431,0.9998010105996564
779,3744556,1852381,6936344387836,6936287612476,0.999991814733879
780,7336752,7755393,56899395103536,56752906942256,0.9974188430307359
781,8259274,4692058,38752992645892,38750741779758,0.9999419142439442
782,4912973,1796615,8826720986395,8826723620071,0.999999701624735
783,8274580,1898583,15709976920140,15709831251452,0.9999907275459763
784,7331784,7282758,53395608580272,53384880394584,0.9997990407469548
785,5069052,7989413,40498749946476,40497677875756,0.9999735276001925
786,7245263,5440030,39414448077890,39414449347617,0.9999999677852407
787,7713674,7117855,54904813049270,54882780806422,0.9995985581903054
788,3495851,4954185,17319092586435,17228883862127,0.9947640993444561
789,1210855,8160826,9881576966230,9881029512509,0.9999445954775961
790,2017519,2658915,5364411531885,5359545672861,0.9990921135258463
791,7187499,3094574,22242247530426,22242182410213,0.9999970722201716
792,7734929,3085129,23863253770841,23850349477021,0.999458947390585
793,5604457,6114781,34270027178917,34251782681621,0.9994673416719478
794,667786,6607617,4412474125962,4341475045002,0.9836463229146657
795,228322,3565478,814077067916,812656076038,0.9982514228098461
796,2320215,8029642,18630495813030,18559054351869,0.9961505872116914
797,5327218,2224885,11852447419930,11568963718682,0.9754961889291588
798,7165661,4905113,35148376924693,32927742173945,0.9325603699452816
799,5297373,4841878,25649233786494,25644889711143,0.9998306065886837
800,5861551,8055005,47214822612755,47213669945379,0.9999755861516944
801,6230817,5529115,34450903736955,33900542886251,0.9837654266319372
802,3618809,4540372,16430739056948,16352349619508,0.9952062278960522
803,4072352,2988642,12170802225984,12126480427232,0.996345040177324
804,1957820,2292944,4489171622080,4214021085376,0.9347059421086287
805,853932,2854558,2437598422056,2436430912532,0.9995208115617008
806,2308499,7710202,17798993606798,16680149372705,0.9329236082307601
807,2419800,1589274,3845725225200,3845737162696,0.9999968959147505
808,4301040,385229,1656885338160,1656870576176,0.9999910904423
809,3822642,7627952,29158929689184,29158404770400,0.9999819976851225
810,2512579,6537670,16426412350930,15326911616649,0.9282633865333537
811,1672485,116306,194520040410,194505693695,0.999926240128361
812,836629,7429019,6215332736951,6211006538663,0.9993034626093098
813,3563237,6837056,24362050910272,24351784564800,0.999578415066679
814,207224,542395,112397261480,112382163624,0.9998656561191461
815,4817056,4314853,20784888532768,20776146786592,0.9995792412199532
816,6018634,7906545,47586600559530,47578027705258,0.9998198148455184
817,5837378,2747030,16035452487340,13561365663846,0.8175635931645286
818,1985809,6451875,12812191441875,12809158798563,0.9997632441474346
819,2300745,358366,824508782670,815912557319,0.9894642810998691
820,2224021,5281602,11746393761642,11745994834687,0.9999660371930505
821,1947001,3355572,6533302039572,6377341023252,0.9755445073814681
822,2774454,955406,2650729998324,2646440787370,0.9983792530048395
823,750462,8172843,6133408103466,6098849909802,0.9943336540208247
824,8264977,2045299,16904349193123,16903550750563,0.9999527648023908
825,5358662,2008477,10762749377774,10758419915790,0.9995975745492471
826,6036370,4429124,26735831239880,26734755630280,0.9999597673674345
827,4670470,5570958,26018992210260,26018989342938,0.999999889798871
828,176718,6207025,1096893043950,1045064612590,0.9504064813451555
829,1624932,6114521,9935680837572,9866020669716,0.9929393855751971
830,6557715,4480980,29384989760700,29384989682876,0.999999997351573
831,7760731,6640003,51531277122193,51322553839185,0.9959331080120833
832,3601666,6029622,21716684550252,21682320298342,0.9984151026533526
833,6880450,3384077,23283972594650,23272157838298,0.9994923222661992
834,981309,439199,430989931491,224795504467,0.08274666118036467
835,5522229,4896174,27037794051846,26847674709307,0.9929185918483624
836,7519160,5159241,38793158557560,38790725254744,0.9999372710151713
837,1299258,76607,99532257606,75876383046,0.6882313888676185
838,6921426,4193629,29025892794954,29025899427114,0.9999997715088893
839,6185370,871570,5390982930900,5373796096494,0.9968017330584588
840,5635903,7605282,42862631639646,39976341654925,0.9278000470969705
841,7831270,7723737,60486669855990,59901731018286,0.9902350261376347
842,307833,5155045,1586892967485,1561122445773,0.9834923123539874
843,6683633,2664802,17810558585666,16711046565379,0.934204478697049
844,7989807,2148431,17165549042817,17165542275201,0.9999996057441186
845,481518,3116414,1500609436452,1500583000210,0.9999823826859319
846,4345107,521986,2268085022502,2268080959545,0.9999982086366966
847,2218430,6318232,14016555415760,14015988636520,0.9999595619506623
848,6547479,7632281,49972199569599,49688372938347,0.9942878662659337
849,7373853,891963,6577204043439,6550354759343,0.9959010946609107
850,656510,7776164,5105129427640,5026080309912,0.9842722135632997
851,6417404,7647288,49075736600352,48796555841296,0.9942786790124287
852,2363723,5953735,14072980355405,14037561534497,0.9974768537383819
853,4765597,6787706,32347471350482,27673990494255,0.8311237095641413
854,3073254,4409763,13552321778802,13538221372626,0.9989584742494675
855,4697627,4197140,19716598186780,19716598154012,0.99999999833805
856,4474884,6256582,27997478686488,27988881549068,0.999692837407421
857,55681,8254462,459616698622,459620883071,0.9999908958684122
858,2472774,3099096,7663364012304,7505412603848,0.9789549999722842
859,8280659,3325851,27540238015809,27540232834257,0.9999998118551854
860,5222024,2353530,12290190144720,10054586147160,0.7776533051843746
861,916443,3390170,3106897565310,3101355725993,0.9982130913682191
862,7681728,1926281,14797166693568,14656889001920,0.9904292314945127
863,7754887,3517354,27276682808998,26726858400557,0.9794280195524386
864,2423964,1715189,4157556389196,4157553898828,0.9999994010016321
865,2424263,5507870,13352525449810,13326617570217,0.9980559298369227
866,4004421,4370935,17503063903635,17502442184575,0.999964478153766
867,1799498,8034634,14458307813732,14449580629678,0.9993960250973599
868,4659335,5838312,27202651442520,27202612635764,0.9999985734180565
869,7647500,223591,1709912172500,1709638312292,0.9998398139501022
870,4426070,7431768,32893525391760,32326169847688,0.9824490328812469
871,7538202,1097622,8274096355644,8274069646702,0.9999967719703676
872,7104516,5801313,41215521029508,40115728219332,0.972584498425084
873,3128524,646351,2022124615924,1987354768628,0.9825044587685752
874,4851651,4048425,19641545199675,19562093405767,0.9959384820295063
875,107161,3745472,401368524992,396956325056,0.988884923460087
876,2897097,1777664,5150065041408,5132629094400,0.9966029209032417
877,2769081,119048,329653554888,329652507052,0.9999968213922916
878,1919039,5717849,10972775227111,10629171854323,0.967673551853595
879,5411615,4883787,26429174986005,26154148689173,0.9894844102899112
880,7884926,3963865,31254782198990,31254517743334,0.9999915386422478
881,660932,6689456,4421275532992,4420800790208,0.9998926115863326
882,2248370,690666,1552872714420,1469094032742,0.9429725532805884
883,1553573,2177345,3382664403685,3344009342693,0.9884405044870866
884,6447404,6141096,39594126914784,39592983271824,0.9999711150091382
885,5340852,5721058,30555324061416,30510018789596,0.9985150690292118
886,4465661,7096602,31691018783922,31678120043743,0.9995928186344016
887,2729261,1716222,4684017771942,4649129986771,0.9924958464765941
888,6386609,7530037,48091402074533,47910084390565,0.996215458889826
889,6381980,4085033,26070598905340,26070043251820,0.9999786861297224
890,2277374,7142292,16265670101208,16263525763160,0.9998681504810687
891,3285633,3199102,10511075101566,10474511879615,0.9965093149569902
892,6052500,1512213,9152669182500,9143537117732,0.9990012546949375
893,3149703,4238960,13351465028880,13351054750288,0.9999692699491034
894,2767636,6798564,18815950474704,18780979658512,0.9981379663453205
895,4424162,3598128,15918701168736,15643294654560,0.9823945965183415
896,4485980,2869422,12872169703560,11648975514596,0.8949955566966936
897,4668933,176545,824276776485,789919518069,0.9565053684203321
898,2734768,5588266,15282611032288,15231921408912,0.9966721451604692
899,7394272,7375875,54539225988000,54238544198560,0.9944563078916859
900,8255481,3123398,25785152844438,25784991755947,0.9999937526258482
901,6320608,1472951,9309945874208,9308573540256,0.9998525731202461
902,5614010,5011055,28132112880550,26757562251046,0.948629452242038
903,6699352,3765960,25229491657920,25224110195232,0.9997866540129128
904,3572151,5161768,18438614722968,18438209581172,0.9999780270533201
905,6140652,636147,3906357347844,3871456802308,0.9909851646762031
906,3535017,5831446,20614260744582,20597088358283,0.9991662711738528
907,7288477,8235116,60021453558332,60021456690940,0.999999947808531
908,2090940,4708729,9845669815260,9845386182604,0.9999711913122817
909,5112802,1919998,9816569614396,9816536978462,0.9999966754127172
910,3555223,5340791,18987703001393,18976704025621,0.9994203958834396
911,2722083,1613232,4391351402256,4380595596304,0.9975446704185442
912,329132,2440702,803313130664,799012877908,0.9946180432444856
913,6198413,4843343,30021040214659,30007758794371,0.9995574004583611
